2000,11,4,6,9084
2000,11,5,7,8078
2000,11,6,1,11862
2000,11,7,2,12822
2000,11,8,3,12829
2000,11,9,4,12778
2000,11,10,5,12554
2000,11,11,6,9318
2000,11,12,7,8070
2000,11,13,1,11480
2000,11,14,2,13153
2000,11,15,3,12953
2000,11,16,4,13061
2000,11,17,5,12888
2000,11,18,6,9137
2000,11,19,7,8077
2000,11,20,1,12974
2000,11,21,2,13991
2000,11,22,3,12420
2000,11,23,4,8144
2000,11,24,5,9805
2000,11,25,6,8537
2000,11,26,7,7950
2000,11,27,1,12175
2000,11,28,2,13799
2000,11,29,3,13114
2000,11,30,4,12818
2000,12,1,5,12545
2000,12,2,6,8914
2000,12,3,7,7930
2000,12,4,1,11501
2000,12,5,2,12997
2000,12,6,3,12697
2000,12,7,4,12820
2000,12,8,5,12548
2000,12,9,6,8853
2000,12,10,7,8022
2000,12,11,1,11811
2000,12,12,2,13627
2000,12,13,3,12567
2000,12,14,4,12640
2000,12,15,5,12656
2000,12,16,6,9184
2000,12,17,7,8026
2000,12,18,1,12590
2000,12,19,2,13829
2000,12,20,3,13762
2000,12,21,4,13524
2000,12,22,5,12248
2000,12,23,6,8484
2000,12,24,7,6971
2000,12,25,1,6719
2000,12,26,2,10395
2000,12,27,3,13252
2000,12,28,4,13900
2000,12,29,5,13607
2000,12,30,6,9405
2000,12,31,7,7892
